fips,country,state,county,level,lat,locationId,long,population,metrics,riskLevels,actuals,lastUpdatedDate
02110,USA,AK,Juneau City and Borough,county,,iso1:us#iso2:us-ak#fips:02110,,31974,"{'testPositivityRatio': 0.04915730337078652, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 35.743327167609394, 'contactTracerCapacityRatio': None, 'infectionRate': 1.05514513846, 'infectionRateCI90': 0.5790072805600002, 'icuHeadroomRatio': 0.09996988014981274, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 0}","{'cases': 620, 'deaths': 2, 'positiveTests': 620, 'negativeTests': 32118, 'contactTracers': None, 'hospitalBeds': {'capacity': 73, 'currentUsageTotal': None, 'currentUsageCovid': 6, 'typicalUsageRate': 0.41}, 'icuBeds': {'capacity': 9, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.32}, 'newCases': 3}",2020-11-06
02122,USA,AK,Kenai Peninsula Borough,county,,iso1:us#iso2:us-ak#fips:02122,,58708,"{'testPositivityRatio': 0.10469107551487414, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 48.6670105802081, 'contactTracerCapacityRatio': None, 'infectionRate': 1.23189269154, 'infectionRateCI90': 0.28500927314, 'icuHeadroomRatio': 0.6115996923076923, 'icuHeadroomDetails': {'currentIcuCovid': 1, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 2, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 2}","{'cases': 1206, 'deaths': 2, 'positiveTests': 1084, 'negativeTests': 31170, 'contactTracers': None, 'hospitalBeds': {'capacity': 77, 'currentUsageTotal': None, 'currentUsageCovid': 7, 'typicalUsageRate': 0.56}, 'icuBeds': {'capacity': 6, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.69}, 'newCases': 14}",2020-11-06
02130,USA,AK,Ketchikan Gateway Borough,county,,iso1:us#iso2:us-ak#fips:02130,,13901,"{'testPositivityRatio': 0.02027027027027027, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 15.415129435703495, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': 0.023663083333333338, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 2, 'testPositivityRatio': 0, 'caseDensity': 2, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 0}","{'cases': 97, 'deaths': 0, 'positiveTests': 87, 'negativeTests': 16350, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': 2, 'typicalUsageRate': 0.42}, 'icuBeds': {'capacity': 4, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.31}, 'newCases': 5}",2020-11-06
02150,USA,AK,Kodiak Island Borough,county,,iso1:us#iso2:us-ak#fips:02150,,12998,"{'testPositivityRatio': 0.0385395537525355, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 21.981403732442352, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 2, 'testPositivityRatio': 1, 'caseDensity': 2, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 131, 'deaths': 0, 'positiveTests': 88, 'negativeTests': 12584, 'contactTracers': None, 'hospitalBeds': {'capacity': 25, 'currentUsageTotal': None, 'currentUsageCovid': 0, 'typicalUsageRate': 0.22}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 1}",2020-11-06
02158,USA,AK,Kusilvak Census Area,county,,iso1:us#iso2:us-ak#fips:02158,,8314,"{'testPositivityRatio': 0.25045045045045045, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 103.09632633423828, 'contactTracerCapacityRatio': None, 'infectionRate': 1.08430598903, 'infectionRateCI90': 0.4380382493099999, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 3, 'testPositivityRatio': 3, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 1, 'icuHeadroomRatio': 4}","{'cases': 284, 'deaths': 0, 'positiveTests': 786, 'negativeTests': 6398, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 5}",2020-11-06
02164,USA,AK,Lake and Peninsula Borough,county,,iso1:us#iso2:us-ak#fips:02164,,1592,"{'testPositivityRatio': None, 'testPositivityRatioDetails': {'source': 'other'}, 'caseDensity': 0.0, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 0, 'testPositivityRatio': 4, 'caseDensity': 0, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 5, 'deaths': 0, 'positiveTests': None, 'negativeTests': None, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 0}",2020-11-06
02170,USA,AK,Matanuska-Susitna Borough,county,,iso1:us#iso2:us-ak#fips:02170,,108317,"{'testPositivityRatio': 0.129714048901782, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 50.513110328282465, 'contactTracerCapacityRatio': None, 'infectionRate': 1.3137026097600002, 'infectionRateCI90': 0.19656329411999973, 'icuHeadroomRatio': 0.2860313612012987, 'icuHeadroomDetails': {'currentIcuCovid': 3, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 1, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 2, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 2, 'icuHeadroomRatio': 0}","{'cases': 1740, 'deaths': 3, 'positiveTests': 1946, 'negativeTests': 44974, 'contactTracers': None, 'hospitalBeds': {'capacity': 125, 'currentUsageTotal': None, 'currentUsageCovid': 2, 'typicalUsageRate': 0.72}, 'icuBeds': {'capacity': 14, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.33}, 'newCases': 36}",2020-11-06
02180,USA,AK,Nome Census Area,county,,iso1:us#iso2:us-ak#fips:02180,,10004,"{'testPositivityRatio': 0.007668711656441719, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 19.99200319872051, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 2, 'testPositivityRatio': 0, 'caseDensity': 2, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 146, 'deaths': 0, 'positiveTests': 171, 'negativeTests': 31474, 'contactTracers': None, 'hospitalBeds': {'capacity': 36, 'currentUsageTotal': None, 'currentUsageCovid': 0, 'typicalUsageRate': None}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 2}",2020-11-06
02185,USA,AK,North Slope Borough,county,,iso1:us#iso2:us-ak#fips:02185,,9832,"{'testPositivityRatio': 0.05376344086021505, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 36.324537951877254, 'contactTracerCapacityRatio': None, 'infectionRate': 0.759656785361, 'infectionRateCI90': 0.7219621970489999, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 0, 'icuHeadroomRatio': 4}","{'cases': 291, 'deaths': 0, 'positiveTests': 259, 'negativeTests': 7691, 'contactTracers': None, 'hospitalBeds': {'capacity': 20, 'currentUsageTotal': None, 'currentUsageCovid': 0, 'typicalUsageRate': 0.06}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 8}",2020-11-06
02188,USA,AK,Northwest Arctic Borough,county,,iso1:us#iso2:us-ak#fips:02188,,7621,"{'testPositivityRatio': 0.03804347826086957, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 61.859148593173, 'contactTracerCapacityRatio': None, 'infectionRate': 0.876037877808, 'infectionRateCI90': 0.7795909496019999, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 1, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 0, 'icuHeadroomRatio': 4}","{'cases': 278, 'deaths': 0, 'positiveTests': 242, 'negativeTests': 14491, 'contactTracers': None, 'hospitalBeds': {'capacity': 17, 'currentUsageTotal': None, 'currentUsageCovid': 0, 'typicalUsageRate': 0.23}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 0}",2020-11-06
02195,USA,AK,Petersburg Borough,county,,iso1:us#iso2:us-ak#fips:02195,,3266,"{'testPositivityRatio': 0.010526315789473684, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 4.374070510016621, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 1, 'testPositivityRatio': 0, 'caseDensity': 1, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 18, 'deaths': 0, 'positiveTests': 8, 'negativeTests': 2791, 'contactTracers': None, 'hospitalBeds': {'capacity': 12, 'currentUsageTotal': None, 'currentUsageCovid': 1, 'typicalUsageRate': 0.26}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 0}",2020-11-06
02198,USA,AK,Prince of Wales-Hyder Census Area,county,,iso1:us#iso2:us-ak#fips:02198,,6203,"{'testPositivityRatio': 0.0, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 2.303033094585569, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 1, 'testPositivityRatio': 0, 'caseDensity': 1, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 35, 'deaths': 1, 'positiveTests': 10, 'negativeTests': 3197, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': 0, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 0}",2020-11-06
02220,USA,AK,Sitka City and Borough,county,,iso1:us#iso2:us-ak#fips:02220,,8493,"{'testPositivityRatio': 0.0105977108944468, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 20.184689912701213, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 2, 'testPositivityRatio': 0, 'caseDensity': 2, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 88, 'deaths': 0, 'positiveTests': 134, 'negativeTests': 32759, 'contactTracers': None, 'hospitalBeds': {'capacity': 52, 'currentUsageTotal': None, 'currentUsageCovid': 0, 'typicalUsageRate': 0.37}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 1}",2020-11-06
02230,USA,AK,Skagway Municipality,county,,iso1:us#iso2:us-ak#fips:02230,,1183,"{'testPositivityRatio': 0.0, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 0.0, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 0, 'testPositivityRatio': 0, 'caseDensity': 0, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 7, 'deaths': 0, 'positiveTests': 13, 'negativeTests': 937, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 0}",2020-11-06
02240,USA,AK,Southeast Fairbanks Census Area,county,,iso1:us#iso2:us-ak#fips:02240,,6893,"{'testPositivityRatio': 0.07031250000000001, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 24.869950881847004, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 2, 'testPositivityRatio': 1, 'caseDensity': 2, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 94, 'deaths': 1, 'positiveTests': 26, 'negativeTests': 1806, 'contactTracers': None, 'hospitalBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': 1, 'typicalUsageRate': None}, 'icuBeds': {'capacity': None, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 1}",2020-11-06
02261,USA,AK,Valdez-Cordova Census Area,county,,iso1:us#iso2:us-ak#fips:02261,,9202,"{'testPositivityRatio': 0.02941176470588235, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 29.49669326543919, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': {'currentIcuCovid': 0, 'currentIcuCovidMethod': 'estimated', 'currentIcuNonCovid': 0, 'currentIcuNonCovidMethod': 'estimated_from_typical_utilization'}}","{'overall': 3, 'testPositivityRatio': 0, 'caseDensity': 3, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 183, 'deaths': 1, 'positiveTests': 178, 'negativeTests': 7791, 'contactTracers': None, 'hospitalBeds': {'capacity': 24, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.22}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 3}",2020-11-06
02275,USA,AK,Wrangell City and Borough,county,,iso1:us#iso2:us-ak#fips:02275,,2502,"{'testPositivityRatio': 0.0, 'testPositivityRatioDetails': {'source': 'Valorum'}, 'caseDensity': 0.0, 'contactTracerCapacityRatio': None, 'infectionRate': None, 'infectionRateCI90': None, 'icuHeadroomRatio': None, 'icuHeadroomDetails': None}","{'overall': 0, 'testPositivityRatio': 0, 'caseDensity': 0, 'contactTracerCapacityRatio': 4, 'infectionRate': 4, 'icuHeadroomRatio': 4}","{'cases': 19, 'deaths': 0, 'positiveTests': 4, 'negativeTests': 3215, 'contactTracers': None, 'hospitalBeds': {'capacity': 8, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': 0.19}, 'icuBeds': {'capacity': 0, 'currentUsageTotal': None, 'currentUsageCovid': None, 'typicalUsageRate': None}, 'newCases': 0}",2020-11-06
